"question_id","year","question_number","source_ref"
,"2018","425","ANTH-P1-2018-8a"
,"2018","426","ANTH-P1-2018-8b"
,"2018","427","ANTH-P1-2018-8c"
,"2017","400","ANTH-P1-2017-1a"
,"2017","401","ANTH-P1-2017-1b"
,"2017","402","ANTH-P1-2017-1c"
,"2017","403","ANTH-P1-2017-1d"
,"2017","404","ANTH-P1-2017-1e"
,"2017","405","ANTH-P1-2017-2a"
,"2017","406","ANTH-P1-2017-2b"
,"2017","407","ANTH-P1-2017-2c"
,"2017","408","ANTH-P1-2017-3a"
,"2017","409","ANTH-P1-2017-3b"
,"2017","410","ANTH-P1-2017-3c"
,"2017","411","ANTH-P1-2017-4a"
,"2017","412","ANTH-P1-2017-4b"
,"2017","413","ANTH-P1-2017-4c"
,"2017","414","ANTH-P1-2017-5a"
,"2017","415","ANTH-P1-2017-5b"
,"2017","416","ANTH-P1-2017-5c"
,"2017","417","ANTH-P1-2017-5d"
,"2017","418","ANTH-P1-2017-5e"
,"2017","419","ANTH-P1-2017-6a"
,"2017","420","ANTH-P1-2017-6b"
,"2017","421","ANTH-P1-2017-6c"
,"2017","422","ANTH-P1-2017-7a"
,"2017","423","ANTH-P1-2017-7b"
,"2017","424","ANTH-P1-2017-7c"
,"2017","425","ANTH-P1-2017-8a"
,"2017","426","ANTH-P1-2017-8b"
,"2017","427","ANTH-P1-2017-8c"
,"2016","400","ANTH-P1-2016-1a"
,"2016","401","ANTH-P1-2016-1b"
,"2016","402","ANTH-P1-2016-1c"
,"2016","403","ANTH-P1-2016-1d"
,"2016","404","ANTH-P1-2016-1e"
,"2016","405","ANTH-P1-2016-2a"
,"2016","406","ANTH-P1-2016-2b"
,"2016","407","ANTH-P1-2016-2c"
,"2016","408","ANTH-P1-2016-3a"
,"2016","409","ANTH-P1-2016-3b"
,"2016","410","ANTH-P1-2016-3c"
,"2016","411","ANTH-P1-2016-4a"
,"2016","412","ANTH-P1-2016-4b"
,"2016","413","ANTH-P1-2016-4c"
,"2016","414","ANTH-P1-2016-5a"
,"2016","415","ANTH-P1-2016-5b"
,"2016","416","ANTH-P1-2016-5c"
,"2016","417","ANTH-P1-2016-5d"
,"2016","418","ANTH-P1-2016-5e"
,"2016","419","ANTH-P1-2016-6a"
,"2016","420","ANTH-P1-2016-6b"
,"2016","421","ANTH-P1-2016-6c"
,"2016","422","ANTH-P1-2016-7a"
,"2016","423","ANTH-P1-2016-7b"
,"2016","424","ANTH-P1-2016-7c"
,"2016","425","ANTH-P1-2016-8a"
,"2016","426","ANTH-P1-2016-8b"
,"2016","427","ANTH-P1-2016-8c"
,"2015","400","ANTH-P1-2015-1a"
,"2015","401","ANTH-P1-2015-1b"
,"2015","402","ANTH-P1-2015-1c"
,"2015","403","ANTH-P1-2015-1d"
,"2015","404","ANTH-P1-2015-1e"
,"2015","405","ANTH-P1-2015-2a"
,"2015","406","ANTH-P1-2015-2b"
,"2015","407","ANTH-P1-2015-2c"
,"2015","408","ANTH-P1-2015-3a"
,"2015","409","ANTH-P1-2015-3b"
,"2015","410","ANTH-P1-2015-3c"
,"2015","411","ANTH-P1-2015-4a"
,"2015","412","ANTH-P1-2015-4b"
,"2015","413","ANTH-P1-2015-4c"
,"2015","414","ANTH-P1-2015-5a"
,"2015","415","ANTH-P1-2015-5b"
,"2015","416","ANTH-P1-2015-5c"
,"2015","417","ANTH-P1-2015-5d"
,"2015","418","ANTH-P1-2015-5e"
,"2015","419","ANTH-P1-2015-6a"
,"2015","420","ANTH-P1-2015-6b"
,"2015","421","ANTH-P1-2015-6c"
,"2015","422","ANTH-P1-2015-7a"
,"2015","423","ANTH-P1-2015-7b"
,"2015","424","ANTH-P1-2015-7c"
,"2015","425","ANTH-P1-2015-8a"
,"2015","426","ANTH-P1-2015-8b"
,"2015","427","ANTH-P1-2015-8c"
,"2014","400","ANTH-P1-2014-1a"
,"2014","401","ANTH-P1-2014-1b"
,"2014","402","ANTH-P1-2014-1c"
,"2014","403","ANTH-P1-2014-1d"
,"2014","404","ANTH-P1-2014-1e"
,"2014","405","ANTH-P1-2014-2a"
,"2014","406","ANTH-P1-2014-2b"
,"2014","407","ANTH-P1-2014-2c"
,"2014","408","ANTH-P1-2014-3a"
,"2014","409","ANTH-P1-2014-3b"
,"2014","410","ANTH-P1-2014-3c"
,"2014","411","ANTH-P1-2014-4a"
,"2014","412","ANTH-P1-2014-4b"
,"2014","413","ANTH-P1-2014-4c"
,"2014","414","ANTH-P1-2014-5a"
,"2014","415","ANTH-P1-2014-5b"
,"2014","416","ANTH-P1-2014-5c"
,"2014","417","ANTH-P1-2014-5d"
,"2014","418","ANTH-P1-2014-5e"
,"2014","419","ANTH-P1-2014-6a"
,"2014","420","ANTH-P1-2014-6b"
,"2014","421","ANTH-P1-2014-6c"
,"2014","422","ANTH-P1-2014-7a"
,"2014","423","ANTH-P1-2014-7b"
,"2014","424","ANTH-P1-2014-7c"
,"2014","425","ANTH-P1-2014-8a"
,"2014","426","ANTH-P1-2014-8b"
,"2014","427","ANTH-P1-2014-8c"
,"2013","400","ANTH-P1-2013-1a"
,"2013","401","ANTH-P1-2013-1b"
,"2013","402","ANTH-P1-2013-1c"
,"2013","403","ANTH-P1-2013-1d"
,"2013","404","ANTH-P1-2013-1e"
,"2013","405","ANTH-P1-2013-2a"
,"2013","406","ANTH-P1-2013-2b"
,"2013","407","ANTH-P1-2013-2c"
,"2013","408","ANTH-P1-2013-3a"
,"2013","409","ANTH-P1-2013-3b"
,"2013","410","ANTH-P1-2013-3c"
,"2013","411","ANTH-P1-2013-4a"
,"2013","412","ANTH-P1-2013-4b"
,"2013","413","ANTH-P1-2013-4c"
,"2013","414","ANTH-P1-2013-5a"
,"2013","415","ANTH-P1-2013-5b"
,"2013","416","ANTH-P1-2013-5c"
,"2013","417","ANTH-P1-2013-5d"
,"2013","418","ANTH-P1-2013-5e"
,"2013","419","ANTH-P1-2013-6a"
,"2013","420","ANTH-P1-2013-6b"
,"2013","421","ANTH-P1-2013-6c"
,"2013","422","ANTH-P1-2013-7a"
,"2013","423","ANTH-P1-2013-7b"
,"2013","424","ANTH-P1-2013-7c"
,"2013","425","ANTH-P1-2013-8a"
,"2013","426","ANTH-P1-2013-8b"
,"2013","427","ANTH-P1-2013-8c"
